"","CHEMICAL_NAME","STUDY_TITLE","ACCESSION_NUMBER","ORGANIZATION_NAME","STUDY_CONCLUSION","DEPOSITOR_STUDY_NUMBER","DOSE","DOSE_UNIT","START_DATE","TRIAL_RESULT","MICROSOMAL_ACTIVATION_USED","MICROSOMAL_ACTIVATION_SPECIES","PROTOCOL_TYPE","GROUP_NAME","IS_CONTROL_GROUP","STRAIN","TREATMENT_GROUP_TYPE","SUBJECT_NAME","TIME_IN_STUDY","TIME_IN_STUDY_UNIT","BKGRD","COUNT","COUNT_UNIT","COUNT_SEM","COUNT_MEAN","newCount","logDose","RESULT"
"86334","4-Methoxymethylcyclohexylmethanol","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",5000,"ug/Plate",2015-05-21,"Negative","10% RLI","Rat","Preincubation","4_7_5000.0_ug/Plate_4-Methoxymethylcyclohexylmethanol",NA,"eColi pKM101","Test Chemical","4_7_5000.0_ug/Plate_4-Methoxymethylcyclohexylmethanol_B",2,"day",NA,114,"count",NA,NA,114,0.0754523843539178,"0"
"86336","4-Methoxymethylcyclohexylmethanol","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",5000,"ug/Plate",2015-05-21,"Negative","10% RLI","Rat","Preincubation","4_7_5000.0_ug/Plate_4-Methoxymethylcyclohexylmethanol",NA,"eColi pKM101","Test Chemical","",2,"day",NA,NA,"",3,111,111,0.0756045144597,"0"
"86337","4-Methoxymethylcyclohexylmethanol","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",750,"ug/Plate",2015-05-21,"Negative","No Activation","N/A","Preincubation","10_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol",NA,"TA100","Test Chemical","10_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol_A",2,"day",NA,82,"count",NA,NA,82,0.0906882036811959,"0"
"86338","4-Methoxymethylcyclohexylmethanol","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",750,"ug/Plate",2015-05-21,"Negative","No Activation","N/A","Preincubation","10_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol",NA,"TA100","Test Chemical","10_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol_B",2,"day",NA,101,"count",NA,NA,101,0.0890060309258206,"0"
"86339","4-Methoxymethylcyclohexylmethanol","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",750,"ug/Plate",2015-05-21,"Negative","No Activation","N/A","Preincubation","10_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol",NA,"TA100","Test Chemical","10_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol_C",2,"day",NA,89,"count",NA,NA,89,0.0900194566375952,"0"
"86341","4-Methoxymethylcyclohexylmethanol","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",750,"ug/Plate",2015-05-21,"Negative","No Activation","N/A","Preincubation","11_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol",NA,"TA98","Test Chemical","11_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol_A",2,"day",NA,17,"count",NA,NA,17,0.105783316167217,"0"
"86342","4-Methoxymethylcyclohexylmethanol","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",750,"ug/Plate",2015-05-21,"Negative","No Activation","N/A","Preincubation","11_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol",NA,"TA98","Test Chemical","11_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol_B",2,"day",NA,16,"count",NA,NA,16,0.106466091038256,"0"
"86343","4-Methoxymethylcyclohexylmethanol","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",750,"ug/Plate",2015-05-21,"Negative","No Activation","N/A","Preincubation","11_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol",NA,"TA98","Test Chemical","11_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol_C",2,"day",NA,18,"count",NA,NA,18,0.105147551322831,"0"
"86398","4-Methoxymethylcyclohexylmethanol","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",750,"ug/Plate",2015-05-21,"Negative","No Activation","N/A","Preincubation","12_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol",NA,"eColi pKM101","Test Chemical","12_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol_A",2,"day",NA,120,"count",NA,NA,120,0.087661127019073,"0"
"86399","4-Methoxymethylcyclohexylmethanol","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",750,"ug/Plate",2015-05-21,"Negative","No Activation","N/A","Preincubation","12_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol",NA,"eColi pKM101","Test Chemical","12_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol_B",2,"day",NA,103,"count",NA,NA,103,0.0888509618112684,"0"
"86400","4-Methoxymethylcyclohexylmethanol","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",750,"ug/Plate",2015-05-21,"Negative","No Activation","N/A","Preincubation","12_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol",NA,"eColi pKM101","Test Chemical","12_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol_C",2,"day",NA,102,"count",NA,NA,102,0.0889280486925464,"0"
"86401","4-Methoxymethylcyclohexylmethanol","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",750,"ug/Plate",2015-05-21,"Negative","No Activation","N/A","Preincubation","12_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol",NA,"eColi pKM101","Test Chemical","",2,"day",NA,NA,"",5.8,108,108,0.0884783146394256,"0"
"86403","4-Methoxymethylcyclohexylmethanol","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",750,"ug/Plate",2015-05-21,"Negative","10% RLI","Rat","Preincubation","2_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol",NA,"TA100","Test Chemical","2_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol_B",2,"day",NA,85,"count",NA,NA,85,0.0903936460989059,"0"
"86404","4-Methoxymethylcyclohexylmethanol","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",750,"ug/Plate",2015-05-21,"Negative","10% RLI","Rat","Preincubation","2_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol",NA,"TA100","Test Chemical","2_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol_C",2,"day",NA,97,"count",NA,NA,97,0.089327313816098,"0"
"86405","4-Methoxymethylcyclohexylmethanol","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",750,"ug/Plate",2015-05-21,"Negative","10% RLI","Rat","Preincubation","2_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol",NA,"TA100","Test Chemical","",2,"day",NA,NA,"",10,100,100,0.0890849280530072,"0"
"86407","4-Methoxymethylcyclohexylmethanol","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",750,"ug/Plate",2015-05-21,"Negative","10% RLI","Rat","Preincubation","3_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol",NA,"TA98","Test Chemical","3_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol_B",2,"day",NA,21,"count",NA,NA,21,0.10347044375256,"0"
"86409","4-Methoxymethylcyclohexylmethanol","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",750,"ug/Plate",2015-05-21,"Negative","10% RLI","Rat","Preincubation","3_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol",NA,"TA98","Test Chemical","",2,"day",NA,NA,"",0.9,22,22,0.102974780140912,"0"
"86411","4-Methoxymethylcyclohexylmethanol","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",750,"ug/Plate",2015-05-21,"Negative","10% RLI","Rat","Preincubation","4_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol",NA,"eColi pKM101","Test Chemical","4_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol_B",2,"day",NA,170,"count",NA,NA,170,0.0850638753397803,"0"
"86412","4-Methoxymethylcyclohexylmethanol","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",750,"ug/Plate",2015-05-21,"Negative","10% RLI","Rat","Preincubation","4_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol",NA,"eColi pKM101","Test Chemical","4_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol_C",2,"day",NA,157,"count",NA,NA,157,0.0856434291477195,"0"
"86466","4-Methoxymethylcyclohexylmethanol","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",750,"ug/Plate",2015-05-21,"Negative","10% RLI","Rat","Preincubation","4_3_750.0_ug/Plate_4-Methoxymethylcyclohexylmethanol",NA,"eColi pKM101","Test Chemical","",2,"day",NA,NA,"",9.6,155,155,0.0857375696611957,"0"
"86467","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-07,"Negative","No Activation","N/A","Preincubation","1_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"TA100","Vehicle Control","1_1_0.0_ug/Plate_Dimethyl Sulfoxide_A",2,"day",NA,93,"count",NA,NA,93,0,"0"
"86468","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-07,"Negative","No Activation","N/A","Preincubation","1_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"TA100","Vehicle Control","1_1_0.0_ug/Plate_Dimethyl Sulfoxide_B",2,"day",NA,75,"count",NA,NA,75,0,"0"
"86469","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-07,"Negative","No Activation","N/A","Preincubation","1_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"TA100","Vehicle Control","1_1_0.0_ug/Plate_Dimethyl Sulfoxide_C",2,"day",NA,94,"count",NA,NA,94,0,"0"
"86470","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-07,"Negative","No Activation","N/A","Preincubation","1_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"TA100","Vehicle Control","",2,"day",NA,NA,"",6.2,87,87,0,"0"
"86471","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-07,"Negative","No Activation","N/A","Preincubation","5_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"TA98","Vehicle Control","5_1_0.0_ug/Plate_Dimethyl Sulfoxide_A",2,"day",NA,16,"count",NA,NA,16,0,"0"
"86472","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-07,"Negative","No Activation","N/A","Preincubation","5_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"TA98","Vehicle Control","5_1_0.0_ug/Plate_Dimethyl Sulfoxide_B",2,"day",NA,9,"count",NA,NA,9,0,"0"
"86473","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-07,"Negative","No Activation","N/A","Preincubation","5_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"TA98","Vehicle Control","5_1_0.0_ug/Plate_Dimethyl Sulfoxide_C",2,"day",NA,7,"count",NA,NA,7,0,"0"
"86474","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-07,"Negative","No Activation","N/A","Preincubation","5_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"TA98","Vehicle Control","",2,"day",NA,NA,"",2.7,11,11,0,"0"
"86476","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-07,"Negative","No Activation","N/A","Preincubation","6_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"eColi pKM101","Vehicle Control","6_1_0.0_ug/Plate_Dimethyl Sulfoxide_B",2,"day",NA,110,"count",NA,NA,110,0,"0"
"86477","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-07,"Negative","No Activation","N/A","Preincubation","6_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"eColi pKM101","Vehicle Control","6_1_0.0_ug/Plate_Dimethyl Sulfoxide_C",2,"day",NA,106,"count",NA,NA,106,0,"0"
"86478","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-07,"Negative","No Activation","N/A","Preincubation","6_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"eColi pKM101","Vehicle Control","",2,"day",NA,NA,"",2.6,110,110,0,"0"
"86479","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-07,"Negative","10% RLI","Rat","Preincubation","7_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"TA100","Vehicle Control","7_1_0.0_ug/Plate_Dimethyl Sulfoxide_A",2,"day",NA,95,"count",NA,NA,95,0,"0"
"86480","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-07,"Negative","10% RLI","Rat","Preincubation","7_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"TA100","Vehicle Control","7_1_0.0_ug/Plate_Dimethyl Sulfoxide_B",2,"day",NA,79,"count",NA,NA,79,0,"0"
"86540","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-07,"Negative","10% RLI","Rat","Preincubation","9_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"eColi pKM101","Vehicle Control","9_1_0.0_ug/Plate_Dimethyl Sulfoxide_A",2,"day",NA,166,"count",NA,NA,166,0,"0"
"86541","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-07,"Negative","10% RLI","Rat","Preincubation","9_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"eColi pKM101","Vehicle Control","9_1_0.0_ug/Plate_Dimethyl Sulfoxide_B",2,"day",NA,159,"count",NA,NA,159,0,"0"
"86542","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-07,"Negative","10% RLI","Rat","Preincubation","9_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"eColi pKM101","Vehicle Control","9_1_0.0_ug/Plate_Dimethyl Sulfoxide_C",2,"day",NA,126,"count",NA,NA,126,0,"0"
"86543","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-07,"Negative","10% RLI","Rat","Preincubation","9_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"eColi pKM101","Vehicle Control","",2,"day",NA,NA,"",12.3,150,150,0,"0"
"86547","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-21,"Negative","No Activation","N/A","Preincubation","10_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"TA100","Vehicle Control","",2,"day",NA,NA,"",7.8,96,96,0,"0"
"86548","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-21,"Negative","No Activation","N/A","Preincubation","11_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"TA98","Vehicle Control","11_1_0.0_ug/Plate_Dimethyl Sulfoxide_A",2,"day",NA,6,"count",NA,NA,6,0,"0"
"86549","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-21,"Negative","No Activation","N/A","Preincubation","11_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"TA98","Vehicle Control","11_1_0.0_ug/Plate_Dimethyl Sulfoxide_B",2,"day",NA,11,"count",NA,NA,11,0,"0"
"86550","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-21,"Negative","No Activation","N/A","Preincubation","11_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"TA98","Vehicle Control","11_1_0.0_ug/Plate_Dimethyl Sulfoxide_C",2,"day",NA,14,"count",NA,NA,14,0,"0"
"86551","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-21,"Negative","No Activation","N/A","Preincubation","11_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"TA98","Vehicle Control","",2,"day",NA,NA,"",2.3,10,10,0,"0"
"86552","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-21,"Negative","No Activation","N/A","Preincubation","12_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"eColi pKM101","Vehicle Control","12_1_0.0_ug/Plate_Dimethyl Sulfoxide_A",2,"day",NA,110,"count",NA,NA,110,0,"0"
"86554","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-21,"Negative","No Activation","N/A","Preincubation","12_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"eColi pKM101","Vehicle Control","12_1_0.0_ug/Plate_Dimethyl Sulfoxide_C",2,"day",NA,135,"count",NA,NA,135,0,"0"
"86608","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-21,"Negative","No Activation","N/A","Preincubation","12_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"eColi pKM101","Vehicle Control","",2,"day",NA,NA,"",8.2,119,119,0,"0"
"86609","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-21,"Negative","10% RLI","Rat","Preincubation","2_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"TA100","Vehicle Control","2_1_0.0_ug/Plate_Dimethyl Sulfoxide_A",2,"day",NA,86,"count",NA,NA,86,0,"0"
"86611","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-21,"Negative","10% RLI","Rat","Preincubation","2_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"TA100","Vehicle Control","2_1_0.0_ug/Plate_Dimethyl Sulfoxide_C",2,"day",NA,101,"count",NA,NA,101,0,"0"
"86616","No stressor","Genetic Toxicity Evaluation of 4-Methoxymethylcyclohexylmethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14002","002-03278-0001-0000-3","NTP","Negative","G14002",0,"ug/Plate",2015-05-21,"Negative","10% RLI","Rat","Preincubation","3_1_0.0_ug/Plate_Dimethyl Sulfoxide",TRUE,"TA98","Vehicle Control","",2,"day",NA,NA,"",2.6,22,22,0,"0"
